target_path,label,prob_before,prob_ae_recon,prob_translated
/root/autodl-tmp/breast/cache/breast_train/images/00000.png,1,0.9559535384178162,0.9808947443962097,0.8496772050857544
/root/autodl-tmp/breast/cache/breast_train/images/00001.png,1,0.0029927336145192385,0.4658709764480591,0.8687852621078491
/root/autodl-tmp/breast/cache/breast_train/images/00002.png,0,0.9612833857536316,0.9771984815597534,0.9535965919494629
/root/autodl-tmp/breast/cache/breast_train/images/00003.png,0,0.0018377240048721433,0.015222437679767609,0.9323136806488037
/root/autodl-tmp/breast/cache/breast_train/images/00004.png,0,0.006417485885322094,0.026985013857483864,0.9224026203155518
/root/autodl-tmp/breast/cache/breast_train/images/00005.png,1,0.9968509078025818,0.9783121347427368,0.9036561250686646
/root/autodl-tmp/breast/cache/breast_train/images/00006.png,1,0.9999556541442871,0.9995781779289246,0.7981008887290955
/root/autodl-tmp/breast/cache/breast_train/images/00007.png,1,0.9386741518974304,0.9498080611228943,0.8554242253303528
/root/autodl-tmp/breast/cache/breast_train/images/00008.png,1,0.2401708960533142,0.06890161335468292,0.8902141451835632
/root/autodl-tmp/breast/cache/breast_train/images/00009.png,0,0.9204727411270142,0.6362037062644958,0.8994420766830444
/root/autodl-tmp/breast/cache/breast_train/images/00010.png,0,0.9742962718009949,0.9545688629150391,0.9292519092559814
/root/autodl-tmp/breast/cache/breast_train/images/00011.png,0,0.0006159442709758878,0.07112351804971695,0.3413534462451935
/root/autodl-tmp/breast/cache/breast_train/images/00012.png,0,0.9603045582771301,0.9718917012214661,0.8738055229187012
/root/autodl-tmp/breast/cache/breast_train/images/00013.png,0,0.9997345805168152,0.9997707009315491,0.7729604840278625
/root/autodl-tmp/breast/cache/breast_train/images/00014.png,1,0.8455623984336853,0.8957218527793884,0.8324545621871948
/root/autodl-tmp/breast/cache/breast_train/images/00015.png,0,0.05858801305294037,0.620837390422821,0.9433309435844421
/root/autodl-tmp/breast/cache/breast_train/images/00016.png,1,0.9860897064208984,0.9255227446556091,0.7896920442581177
/root/autodl-tmp/breast/cache/breast_train/images/00017.png,0,0.024186139926314354,0.011427152901887894,0.5284596681594849
/root/autodl-tmp/breast/cache/breast_train/images/00018.png,0,0.25193676352500916,0.7070055603981018,0.8778474926948547
/root/autodl-tmp/breast/cache/breast_train/images/00019.png,0,0.00024294662580359727,0.093638114631176,0.9155814051628113
/root/autodl-tmp/breast/cache/breast_train/images/00020.png,1,0.7515347599983215,0.9189127087593079,0.6343026161193848
/root/autodl-tmp/breast/cache/breast_train/images/00021.png,0,0.038930755108594894,0.20643584430217743,0.8791543841362
/root/autodl-tmp/breast/cache/breast_train/images/00022.png,0,0.02193310670554638,0.23499268293380737,0.9376601576805115
/root/autodl-tmp/breast/cache/breast_train/images/00023.png,0,0.0949118509888649,0.07159830629825592,0.7387588024139404
/root/autodl-tmp/breast/cache/breast_train/images/00024.png,1,0.5736207962036133,0.8658263683319092,0.9026998281478882
/root/autodl-tmp/breast/cache/breast_train/images/00025.png,0,0.992068886756897,0.982421338558197,0.981291651725769
/root/autodl-tmp/breast/cache/breast_train/images/00026.png,1,0.9847519993782043,0.917123556137085,0.8239619731903076
/root/autodl-tmp/breast/cache/breast_train/images/00027.png,1,0.9584923386573792,0.9627214670181274,0.9039201140403748
/root/autodl-tmp/breast/cache/breast_train/images/00028.png,1,0.5109137296676636,0.9920248985290527,0.9659468531608582
/root/autodl-tmp/breast/cache/breast_train/images/00029.png,1,0.7921879887580872,0.943520188331604,0.8584342002868652
/root/autodl-tmp/breast/cache/breast_train/images/00030.png,0,0.0016009802930057049,0.007406150922179222,0.5864983201026917
/root/autodl-tmp/breast/cache/breast_train/images/00031.png,0,0.017513610422611237,0.05673404783010483,0.8890445232391357
/root/autodl-tmp/breast/cache/breast_train/images/00032.png,1,0.999733030796051,0.9971049427986145,0.9051896333694458
/root/autodl-tmp/breast/cache/breast_train/images/00033.png,1,0.8214460015296936,0.995595395565033,0.7813318967819214
/root/autodl-tmp/breast/cache/breast_train/images/00034.png,0,0.9133443832397461,0.7037979960441589,0.008549826219677925
/root/autodl-tmp/breast/cache/breast_train/images/00035.png,1,0.4415034055709839,0.6833045482635498,0.6791172623634338
